Hail ID,Date/Time,Latitude,Longitude,Nearest town,State,Hail size,Comments,
1404,2008-01-31 07:28:00,-33.9000,150.9300,Warwick farm,NSW,2.0,"Bureau employee report of 2cm hail from a thunderstorm at Warwick Farm. A thunderstorm caused large hail, damaging winds and some local flash flooding in the Sydney metropolitan area, including Bankstown and Holsworthy. Another cell later in the evening caused problems in Blacktown and Quakers Hill.",
1405,2008-01-31 08:10:00,-33.7300,150.8700,Quakers hill,NSW,2.0,"Spotter estimate of 2cm diameter hail from a thunderstorm at Quakers Hill. A thunderstorm cell moved through the western suburbs of Sydney, causing heavy rainfall, some flash flooding, damaging winds, and large hail. This storm caused problems at Blacktown, where cleanup work was still occurring from 9/12/08, with the SES receiving over 500 calls in an hour from the area. The storm cell moved up into the central coast before weakening. An earlier cell caused severe weather in the Bankstown/Holsworthy area an the same afternoon.",
1406,2008-02-26 04:00:00,-33.4800,150.5200,Bilpin,NSW,3.0,"Spotter report (James Harris) of an intense hail storm near Bilpin. Roads are impassable with large amounts of 1-2cm sized hailstones, but the largest stones that fell were in the 2-3cm range. A thunderstorm cell produced large hail and heavy rainfall near Bilpin, in the Blue Mountains.",
1407,2008-02-26 04:55:00,-34.4800,150.8200,Kanahooka,NSW,3.0,"Spotter report (Michael Mostyn) of a hailstorm, most common size 2cm, with the largest up to 3cm in diameter. Hail fell for 50 minutes, with vegetation damage, power failures and mobile phone outages all impacts from the storm. This report also included flash flooding. Heavy rainfall, flash flooding and large hail from a thunderstorm cell in the Wollongong area.",
1408,2008-03-28 07:00:00,-33.5700,150.6700,Grose Vale,NSW,2.4,"Spotter report of 10c piece sized hail at Grose Vale, to the west of Richmond. 10c piece sized hail reported from a thunderstorm at Grose Vale.",
1409,2008-04-13 02:45:00,-35.3200,149.1500,Kingston,NSW,2.0,"Spotter report (Mark Macfarlane) of hailstones, most commonly 1cm in diameter, but with the largest up to 2cm. This report alaso included heavy rainfall. A thunderstorm caused large hail and locally heavy rain at Kingston, in the ACT.",
1410,2008-04-13 04:50:00,-32.7800,151.2800,Pokolbin,NSW,4.0,"Spotter report of 4cm hail near Pokolbin, in the Hunter Valley. A supercell thunderstorm formed near Putty, and then moved through the mid-Hunter valley, and up into the Mid North Coast hinterland, where it weakened. The cell caused giant hail at Gosforth, with large hail and and some very heavy rainfall at a number of other locations. The storm was very long lived, lasting as a clearly defined cell for over 5 hours.",
1411,2008-04-13 05:20:00,-32.6800,151.4500,Lochinvar,NSW,2.0,"2cm hail reported from Lochivar, near Maitland in the Hunter Valley. A supercell thunderstorm formed near Putty, and then moved through the mid-Hunter valley, and up into the Mid North Coast hinterland, where it weakened. The cell caused giant hail at Gosforth, with large hail and and some very heavy rainfall at a number of other locations. The storm was very long lived, lasting as a clearly defined cell for over 5 hours.",
1412,2008-04-13 05:40:00,-32.6300,151.4800,Gosforth,NSW,5.0,"Spotter report (Gary Duckett) from Gosforth of 5cm hail, with the most common size being 4.5cm. Hail path was about 500m wide, with a fairly sparse distribution of 10 hailstones per 5 metres squared. Not much rain, and no wind. Damage included dented cars and knocked branches. A green rotating wall cloud was observed ahead of the onset of the storm. A supercell thunderstorm formed near Putty, and then moved through the mid-Hunter valley, and up into the Mid North Coast hinterland, where it weakened. The cell caused giant hail at Gosforth, with large hail and and some very heavy rainfall at a number of other locations. The storm was very long lived, lasting as a clearly defined cell for over 5 hours.",
1413,2008-04-13 06:15:00,-32.5800,151.7700,Clarence Town,NSW,2.0,"Spotter report (Liz Pralica) of hail 2cm in diameter at Clarence Town, in the Hunter Valley, with the most common sized stone being 1cm. This report also included heavy rainfall. A supercell thunderstorm formed near Putty, and then moved through the mid-Hunter valley, and up into the Mid North Coast hinterland, where it weakened. The cell caused giant hail at Gosforth, with large hail and and some very heavy rainfall at a number of other locations. The storm was very long lived, lasting as a clearly defined cell for over 5 hours.",
1414,2008-04-13 07:20:00,-34.2200,150.9800,Stanwell Tops,NSW,4.4,"Spotter report (Colin Hegarty) of a hailstorm at Stanwell Park, most commonly marble size, but with the biggest hail stones to golf ball size. The depth of accumulated hail was 4 inches in places, with hail falling for 30 minutes. Hail was still on the ground at 4pm the following day. A thunderstorm caused large hail and damaging wind gusts in the Stanwell Park/Royal National Park area. The hail damaged trees, broke windows, and dented cars in the Stanwell Park area.",
1415,2008-04-13 07:50:00,-34.2200,150.9800,Stanwell Park,NSW,0.0,"Spotter report of hail large enough to damage cars at Stanwell Park. No estimate of hail size given. A thunderstorm caused large hail and damaging wind gusts in the Stanwell Park/Royal National Park area. The hail damaged trees, broke windows, and dented cars in the Stanwell Park area.",
1416,2008-04-13 08:00:00,-34.9300,150.7500,Culburra Beach,NSW,2.0,"Spotter report (Paul McGrath) of 2cm hail from a thunderstorm at Culburra Beach, to the east of Nowra. Large hail reported from a thunderstorm at Culburra Beach, in the Illawarra.",
1417,2008-04-13 08:00:00,-33.8800,150.9000,Cabramatta West,NSW,3.0,Spotter report (Anthony Superina) of hail stones 3cm in diameter at Cabramatta West. Spotter reported that the actual hail inly lasted for about 8 minutes. The report also included a briefly heavy rain rate of 22mm in 10 minutes. Large hail reported from a thunderstorm at Cabramatta.,
1418,2008-05-15 05:50:00,-32.6500,151.7200,SEAHAM,NSW,4.0,"Golf ball sized hailstones reported on the Clarence Town road, between Seaham and Clarence Town. The road was covered in hail, with a mixture of small and larger stones. Large hailstones reported between Seaham and Clarence Town, in the Hunter Valley.",
1419,2008-05-28 06:30:00,-34.0600,150.8600,Campbelltown,NSW,2.0,SES reported a few hail-related jobs in the Campbelltown area. Storm with large hail in the Strathfield and Ryde.,
1420,2008-05-28 07:30:00,-33.8320,151.1180,Gladesville,NSW,3.0,20c coin sized hail reported from the Gladesville/Ryde area Storm with large hail in the Strathfield and Ryde.,
1421,2008-05-28 07:30:00,-33.8740,151.0930,Strathfield,NSW,2.0,"5-10 cent piece hail reported by a spotter in Strathfield, more likely 5c piece sized. Storm with large hail in the Strathfield and Ryde.",
1422,2008-08-27 05:50:00,-28.7990,153.3850,MCLEANS RIDGES,NSW,2.4,"10c piece sized hail reported from a storm at Mcleans Ridges. Large hail reported at Macleans Ridge, in the Northern Rivers.",
1423,2008-08-27 04:10:00,-30.9800,151.5900,Walcha,NSW,4.0,"Spotter report from Anne Kermode, of golf ball sized hail falling from a thunderstorm. Very little wind was observed, and the large hail was mixed in with smaller hail. Several bursts of smaller hail only followed the main storm. Golf ball sized hail fell from a storm at Walcha, in the Northern Tablelands.",
1424,2008-09-12 07:40:00,-29.6800,152.9400,grafton,NSW,4.0,"Spotter report (from the SES) of golf ball sized hail in Grafton and South Grafton. Begin time inferred from radar. Large hail fell from a supercell thunderstorm in and around Grafton, in the Northern Rivers.",
1425,2008-09-12 07:50:00,-29.6800,152.9700,Swan Creek,NSW,4.4,"Hail reported at just above golf ball size. This report also included wind estimated at exceeding 80 km/h and rainfall causing gutters to overflow. Large hail fell from a supercell thunderstorm in and around Grafton, in the Northern Rivers.",
1426,2008-09-20 07:00:00,-28.6250,153.0120,Kyogle,NSW,4.0,"Report from the SES of hail stones ranging in size from 'small pigeon egg' to 'golf ball' from a storm near Kyogle. Large hail reported from a thunderstorm at Kyogle, in the Northern Rivers.",
1427,2008-09-20 08:00:00,-31.2320,151.0180,Loomberah,NSW,2.0,"Spotter report (Gordon Garrett) of 2cm hail from a thunderstorm. Estimated wind gusts to 50km/h with the storm. Large hail reported from Loomberah, in the Northwest Slopes.",
1428,2008-09-22 05:00:00,-31.9760,141.4680,Broken Hill,NSW,2.0,"The Broken Hill synoptic report included past hail of 2cm diameter. Damaging wind gusts and large hail recorded from a thunderstorm at Broken Hill. This was one of many widespread severe wind gusts from thunderstorm reports for the day, and the second and more severe of two events at Broken Hill.",
1429,2008-10-20 05:00:00,-33.6150,150.2680,Mount Boyce,NSW,4.0,3-4cm hail reported by storm spotter Lindsay Pearce at Mount Boyce.  (Non-severe report of 1.5cm hail from Cliff Newman at Faulconbridge.) Storm spotter report of large hail from Lindsay Pearce in the Mount Boyce area.,
1871,2006-01-19 12:15:00,-37.4076,142.4126,MIRRANATWA,VIC,3.0," 19/1/06 Mirranatwa (Grampians) 11pm , 2.5mm hail, trees uprooted, 20mm in 20minutes.",
1872,2006-01-20 05:25:00,-37.6853,143.3625,SKIPTON,VIC,4.4, 20/01/06 near Skipton: Golf ball sized hail,
1873,2006-01-20 06:25:00,-37.2958,143.7857,CLUNES,VIC,2.0, 20/1/06 Clunes: 2cm diameter hail and very heavy rainfall.,
1874,2006-01-20 06:50:00,-37.7847,144.9424,FLEMINGTON,VIC,2.0, 20/01/06 Flemington: 2cm diameter hail.,
1875,2006-01-20 07:50:00,-37.5813,144.7136,SUNBURY,VIC,2.0, 20/01/06 Sunbury: 41mm in 60mins plus large hail of unknown size.,
1876,2006-01-20 08:30:00,-38.1353,144.7056,INDENTED HEAD,VIC,2.5, 20/1/06 Indended Head: 2.5 cm diameter hail,
1877,2006-01-21 08:45:00,-37.3568,144.5285,WOODEND,VIC,4.0, 21/1/06 Woodend: 4cm diameter hail.,
1878,2006-01-21 10:30:00,-37.2406,144.3678,LAURISTON,VIC,3.0, 21/1/06 Lauriston: 2 to 3cm diameter hail.,
1879,2006-04-21 04:30:00,-37.6563,145.5184,HEALESVILLE,VIC,2.0, 21/04/06: Severe thunderstorm produced some hail up to 20mm in diameter although most was mostly around 10-12mm in diameter.,
1880,2007-01-16 04:30:00,-37.8789,145.4169,MONBULK,VIC,3.0," 16/01/07 1530 local Monbulk: Uprooted trees inc large limbs ripped off, 25mm rain in 15 min and 3 cm diameter hail.",
1881,2007-01-16 07:20:00,-38.6294,145.7272,INVERLOCH,VIC,2.0," 16/01/07 Inverlock, 2cm diameter hail.",
1882,2007-02-19 06:20:00,-36.9108,146.6993,straith creek,VIC,2.0," 19/02/07 1720 local Straith Creek, 2cm hail and damaging winds uprooted trees.",
1883,2007-02-21 06:10:00,-37.6589,145.3744,YARRA GLEN,VIC,4.2," 21/02/07 1710 local Yarra Glen: 4.2 cm diameter hail, with an average of 2.5cm. Smashed skylights and PVC piping",
1884,2007-02-23 09:00:00,-37.9640,146.9842,MAFFRA,VIC,4.0, 23/02/07 2000 local Maffra : large hail to 4cm diameter,
1885,2007-02-26 07:00:00,-37.4076,142.4126,MIRRANATWA,VIC,2.0," 26/02/07 1800 local Victoria Valley airstrip Mirranatwa: Large hail 2cm in diameter,  damaging winds that maybe suspected tornado. Spotter reported narrow damage path 1000m in width and 3 km in length",
1886,2007-05-03 03:15:00,-36.9108,146.6993,,VIC,0.0," 3 May 2007 14:15 Hoppers Crossing: 40mm rain in 13 minutes, flash flooding",
1887,2007-05-17 10:30:00,-38.2219,141.6229,HEATHMERE,VIC,4.0,"Photo of hail stones against matchbox. Diameter estimated. Hail the size of golf balls broke spouting, smash security lights and put holes through shed roofs. Hail stones still evident 24 hours after the storm had passed. 17/05/2007 Heathmere: Large hailt to 4cm in diamater",
1888,2007-10-28 07:10:00,-36.5575,146.7252,MYRTLEFORD,VIC,2.5,"several reports of full cover hail ranging from 2 to 3cm in diameter, same TS moving from Myrtlefor to Bright. 28/10/07: Myrtleford, Beechworth and Bright between 6pm and 730pm - golf ball sized hail - 2-3cm in diameter full ground cover.",
1889,2007-10-28 07:40:00,-36.7254,146.9632,BRIGHT,VIC,2.5," 28/10/07: Myrtleford, Beechworth and Bright between 6pm and 730pm - golf ball sized hail - 2-3cm in diameter full ground cover.",
1890,2007-10-28 08:10:00,-36.3608,146.6892,BEECHWORTH,VIC,2.0," 28/10/07: Myrtleford, Beechworth and Bright between 6pm and 730pm - golf ball sized hail - 2-3cm in diameter full ground cover.",
1891,2007-10-28 09:55:00,-36.3608,146.6892,BEECHWORTH,VIC,3.0," 28/10/07: Myrtleford, Beechworth and Bright between 6pm and 730pm - golf ball sized hail - 2-3cm in diameter full ground cover.",
1892,2007-12-03 04:30:00,-37.7187,145.1473,ELTHAM,VIC,3.0," 3/12/07: Flash flooding from severe thunderstorms occurred in Boronia, Diamond Creek, Montrose, Leongatha, Eltham from same cell complex. Tree damage near Loch consistent with that from a tornado.",
1893,2007-12-20 05:00:00,-37.9670,145.0682,CHELTENHAM,VIC,4.0," 20/12/07: Severe thunderstorm produced large hail, flash flooding, and wind damage , Melbourne eastern suburbs. Over 800 flooding jobs fo SES. Widespread tree damage and flood damage occurred particularly through SE suburbs.",
1894,2007-12-20 05:20:00,-36.7961,144.2363,KANGAROO FLAT,VIC,4.5," 20/12/07: Severe thunderstorm event produced large hail, and, wind damage .Bendigo/Kangaroo flat area.",
1895,2007-12-20 05:50:00,-37.5718,143.8876,BALLARAT,VIC,4.5, 20/12/07: Severe thunderstorm produced large hail Ballarat area,
1896,2007-12-20 07:45:00,-37.2770,144.7319,LANCEFIELD,VIC,2.5, 20/12/07: Lancefield and Woodend same cell. Large hail and heavy rainfall,
1897,2008-03-24 06:30:00,-37.4257,143.8922,CRESWICK,VIC,2.0, 24/03/08 Creswick flash flooding 2cm hail,
1898,2008-03-24 06:30:00,-34.1927,142.1572,MILDURA,VIC,2.0, 24/03/08 Mildura 1-2 cm hail flash flooding 17:30,
1899,2008-03-24 06:50:00,-37.1518,142.8538,GREAT WESTERN,VIC,3.0, 24/03/08 Stawell and Great Western 23.2 mm in 20mins fit 1 in 10 yr ARL and 3cm hail around 17:55,
1900,2008-09-19 07:30:00,-37.9593,145.2084,DANDENONG NORTH,VIC,4.0, 19/09/2008: Severe thunderstorm produced large hail in north Dandenong,
2460,2006-11-01 10:45:00,-30.7100,134.5700,Tarcoola,SA,2.0,Hail the size of a 5c coin. Tarcoola; a thunderstorm resulted in hail the size of a 5c coin (therefore about 2cm),
2461,2006-12-29 10:20:00,-34.8500,138.8900,Kenton Valley,SA,2.5,"Hail measured as 25mm x 15mm. A report of hail, size 25mm x 15mm (measured) from Kenton Valley/Mt Torrens area around 8:50 pm.",
2462,2007-02-15 10:00:00,-36.1300,140.7000,Bordertown,SA,2.0,"On one property, hail the size of 5c piece (estimated). On a second property hail damage to an onion crop and wind damage to a shed. The second property was adjacent Ngarkat CP. Thunderstorms at Tatiara: report of 100 mm (estimated) in less than 30 minutes and hail that produced damage to onion crop.  Warning valid 0600-0815z.",
2463,2007-05-14 09:00:00,-33.7000,136.4900,Cleve,SA,3.0,A photo with hail and ruler was sent in. A line of thunderstorms developed over Eyre Peninsula and resulted in hail to around 3cm and heavy rain. Cleve; hail around 3cm (measured) at about 6:30pm (0900UTC),
2464,2007-05-14 09:00:00,-33.4100,136.6000,Heggaton,SA,2.0,Time was givenas 8pm but Woomera radar suggests around 6:30pm. Size given as 5 to 10 cent coin. A line of thunderstorms developed over Eyre Peninsula and resulted in hail to around 3cm and heavy rain. Heggaton; (33.414S/136.599E) hail the size of 5 to 10 cent coins. No known damage. Time given as around 8pm but radar (Woomera) suggests around 6:30pm. Rainfall in the 24 hours to 9am Tuesday 15 was 37.8mm.,
2806,2006-01-17 07:00:00,-30.9500,121.1600,Coolgardie,WA,2.0,A thunderstorm lasting about 10 minutes at 3pm caused roof damage to many houses including one property that lost its entire roof. Large trees were uprooted and tree branches and other debris littered the streets. The storm was accompanied by hail reportedly of marble-size but some as large as golf-balls that blanketed the town white. 17 January 2006
A thunderstorm lasting about 10 minutes at 3pm caused roof damage to many houses including one property that lost its entire roof. Large trees were uprooted and tree branches and other debris littered the streets. The storm was accompanied by hail reportedly of marble-size but some as large as golf-balls that blanketed the town white.,
2807,2007-11-25 06:30:00,-17.0900,122.8600,beagle bay,WA,0.5,"A thunderstorm at 15:30 WDT at Beagle Bay Tropical Tree Plantation (12km SE of the Beagle Bay Community, on the old Derby shortcut road) caused: 35mm of rain, hail of 5mm diameter, wind gusts estimated at 100km/h that uprooted/knocked down perimeter trees and snapped the tops of some trees within the plantation. 25 November 2007. Beagle Bay gust, rain and hail.",
2808,2008-01-08 07:10:00,-34.6400,117.6800,mount barker,WA,2.9,Severe thunderstorm. Hail to 3cm in diameter was reported from a stormspotter in Mount Barker together with some minor damage at 1510 WDT. 8 January 2008. Mount Barker hail. Mount Magnet Aerodrome and Lake Grace gusts.,
2809,2008-01-16 09:30:00,-22.7000,117.7700,tom price,WA,2.0,"A stormspotter in Tom Price reported damage from a thunderstorm at 6:30pm WDT. Damage included snapped tree branches, trees uprooted and roofing tiles lifted. 16 January 2008. Tom Price hail, rainfall and damage.",
2810,2008-02-02 12:30:00,-32.4400,118.9000,Karlgaran,WA,4.4,A storm spotter at Karlgaran (near Hyden) reported hail the size of golf balls and gusty winds during a thunderstorm at 9:30pm. 2 February 2008. Karlgaran hail. Newman Aerodrome and Argyle Aerodrome gusts.,
2811,2008-03-18 18:30:00,-28.0300,115.1600,dartmoor,WA,2.0,"Geraldton radar showed a supercell to the north of Geraldton which split into a left and right moving supercell. A stormspotter located south of Dartmoor reported a narrow swathe of damage (from west to east), 13km long and 1km wide. Sheds were demolished, lots of tree damage and there was a lot of water still over the area the next day. There was no report of a funnel cloud or tornado but fast moving low cloud (scud) was observed. 18 March 2008. Dartmoor rainfall, hail and damage.",
2812,2008-04-16 05:30:00,-34.0300,115.1000,warner glen,WA,4.4,"A tornado was reported near Margaret River between 1:30 and 2:30pm. The observed path was from Redgate through Forest Grove to Warner Glen. The rainfall observer at Warner Glen reported golf ball sized hail with a badly dented ute. A stormspotter at Forest Grove reported 31mm of rain in 20 minutes (Average Recurrence Interval of greater than 100 years). The tornado was reported by a resident to west of the stormspotter location. He reported a NNW - SSE path with a width ~400m and a length ~1km (but could be longer). In addition there were large trees snapped and power lines down, hail clogged gutters causing water inundation to the house. 16 April 2008. Tornado near Margaret River. Warner Glen hail and damage. Forest Grove rainfall and damage.",
2813,2008-04-28 08:00:00,-30.9200,118.2200,mukinbudin,WA,3.8,Mukinbudin reported large hail 3-4cm in size at 4pm corresponding to strong reflectivity at the extremity of Perth radar. 28 April 2008. Mukinbudin hail.,
2864,2006-01-09 08:00:00,-15.6600,130.4800,Timber Creek,NT,0.5,"Widespread hail reports over the Top End. Pea-sized hail (just less than 1cm) was reported at Palmerston, Marlows Lagoon and Bakewell (suburb of Palmerston). The first known report of hail at Gove Airport and Alcan Mine (pea-sized). Hail was also reported at Timber Creek the same day, along with damaging wind gusts. Damaging wind gusts and hail reported at Timber Creek.",
2865,2007-10-31 09:30:00,-24.2900,131.5500,Watarrka,NT,4.4,Report of Golf Ball sized hail (falling almost horizontally) at Kings Creek campground. Wind gusts estimated at 70-80 knots by helicopter pilot. 53mm of rain. Trees stripped of foliage. Tents damaged. A helicopter was blown over while on the pad. Windows broken. Steel walled dongas with half-inch dents in the metal from the hail. Report of Golf Ball sized hail (falling almost horizontally) at Kings Creek campground. Wind gusts estimated at 70-80 knots by helicopter pilot. 53mm of rain. Trees stripped of foliage. Tents damaged. A helicopter was blown over while on the pad. Windows broken. Steel walled dongas with half-inch dents in the metal from the hail.,
2866,2008-11-27 17:30:00,-32.4242,138.5305,CARRIETON,SA,2.9,Hail the size of a 20 c piece was reported by the Carrieton rainfall observer. It occurred during the early morning of the 28th (local time). Looking at RADAR sequence most likely time is around 4am (local) as supercell moved over area. ,
2868,2008-10-21 04:10:00,-30.1151,153.2011,WOOLGOOLGA,NSW,4.3,Spotter thought some stones could have been even larger than Golf Ball. TS responsible was a supercell. ,
2869,2008-10-21 04:57:00,-30.0817,153.2011,MULLAWAY,NSW,7.0,Hail around 6-7cm was also reported at Woolgoolga with this report. TS responsible was a supercell. ,
2870,2008-10-21 04:30:00,-30.8817,153.0345,SOUTH WEST ROCKS,NSW,3.0, ,
2871,2008-10-21 03:10:00,0.0000,0.0000,CRESCENT HEAD,NSW,2.1,Hail to about Half Golf Bal size was reported on Rd between Kempsey and Crescent Head. ,
2872,2008-10-22 02:50:00,-28.7984,153.3928,MCLEANS RIDGE,NSW,3.0,Rainfall of 17mm in 10mins was also reported with this storm ,
2873,2008-10-22 02:45:00,-28.8817,153.2011,MCKEES HILL,NSW,4.0, ,
2874,2008-10-22 03:55:00,-28.8540,152.5164,TABULAM,NSW,2.0,Most of the hail was in the 1-1.5cm range but a few stones exceeded 2cm ,
2875,2008-10-22 04:45:00,-28.3317,153.4095,SOUTH MURWILLUMBAH,NSW,3.0, ,
2876,2008-11-19 04:00:00,-31.5652,143.3680,WILCANNIA,NSW,4.3,Hail was reported on a property about 10km out of town. Wilcannia itself only received some small hail. ,
2877,2008-11-26 07:40:00,-31.2651,149.2679,COONABARABRAN,NSW,0.0,"SES reported a severe hailstorm at Coonabarabran with damage to cars, broken windows and skylights, and roof damage. Damage occurred to the hospital and police station. ",
2878,2008-11-27 13:00:00,-30.0984,148.9679,BURREN JUNCTION,NSW,1.9,"Hail generally around 5 cent piece, but accumulated to 3cm deep on ground. Long lived potential supercell in area on radar. ",
2879,2008-11-27 06:10:00,-33.6317,150.2846,BLACKHEATH,NSW,3.0,"Most of the hail was 1.5 to 2cm, but a few stones were 2 to 3cm with a light to moderate covering on the ground. LGA: Blue Mountains. ",
2880,2008-11-27 06:44:00,-33.4167,149.5807,BATHURST,NSW,2.0,This storm also produced a 37kt wind gust at the AWS. ,
2881,2008-11-27 06:30:00,0.0000,0.0000,Moree,NSW,2.0,"Letter sent by spotter said one main wind gust caused structural damage, roofs lifted, sheds demolished, power poles down, etc. The region affected was surrounding the property of 'Valetta' approx halfway between Moree and Collarenebri.Max hail was 2cm and rain of 24mm in 15mins. ",
2882,2008-11-27 09:45:00,-33.6317,150.2846,BLACKHEATH,NSW,2.5,LGA: Blue Mountains ,
2883,2008-11-28 06:00:00,-32.0067,149.9846,CASSILIS,NSW,3.0, ,
2884,2008-11-28 07:15:00,-31.7484,151.0845,TIMOR,NSW,5.0,Most of the hail was about 2cm. 5cm was about largest stone. ,
2885,2008-11-28 07:55:00,-31.6484,150.7345,WILLOW TREE,NSW,3.0,Spotter also mentioned brief squalls with the storm and some branches down. ,
2886,2008-11-29 07:50:00,-33.8067,150.9679,WENTWORTHVILLE,NSW,3.0,Timing determined from radar imagery. LGA: Metropolitan. ,
2887,2008-11-29 08:00:00,-33.8151,151.0012,PARRAMATTA,NSW,3.0,Timing determined from radar imagery. Report backed by photo evidence. LGA: Metropolitan. ,
2888,2008-11-29 08:15:00,-33.7484,151.1512,GORDON,NSW,3.0,Timing determined from radar imagery. LGA: Metropolitan. ,
2889,2008-12-02 08:00:00,-29.6817,152.9345,GRAFTON,NSW,2.4,Timing based on radar imagery. ,
2890,2008-12-07 04:20:00,-33.2567,151.5178,GOROKAN,NSW,2.9,Most hail was pea size with a few stones up and over 20c piece. 'Car loaded with hail dents'. Other reports from same area were only pea sized hail. Timing taken from radar imagery. LGA: Central Coast. ,
2891,2008-12-08 04:42:00,-32.7651,151.7345,RAYMOND TERRACE,NSW,4.3,Report was from the vicinity of Raymond Terrace. ,
2892,2008-12-10 06:55:00,-29.8317,152.8845,COUTTS CROSSING,NSW,4.0,Storm chaser was actually on a road 5km N of Coutts Crossing. ,
2893,2008-12-10 07:00:00,-29.7984,152.9511,BRAUNSTONE,NSW,5.0,Hail size reported was '3/4 the size of a tennis ball'. Report of roofs lifted at Braunstone. ,
2894,2008-12-10 07:15:00,-29.6817,152.9678,SWAN CREEK,NSW,7.2,"Hail size reported was cricket ball/softball. (There is a huge difference between the two, with cricket ball in line with other observations and damage reports so used as max hail size). ",
2895,2008-12-10 07:15:00,-29.6817,152.9678,SWAN CREEK,NSW,6.7,Hail size reported was tennis ball and decent amount. Some windows were smashed. ,
2896,2008-12-10 05:30:00,-31.3651,152.2217,MOUNT SEAVIEW,NSW,2.5, ,
2897,2008-12-18 05:37:00,-34.5484,150.3679,MOSS VALE,NSW,4.0,LGA: Wingecarribee. ,
2898,2008-12-18 06:00:00,-34.5485,146.4012,LEETON,NSW,4.3,Report was printed in the Wagga Advertiser and passed on by Wagga M.O. ,
2899,2008-12-23 04:50:00,-30.7484,150.7178,MANILLA,NSW,4.3,Timing taken from radar image. Wind gusts were estimated at 80-100km/hr. ,
2900,2008-12-23 07:30:00,-32.0067,149.9846,CASSILIS,NSW,3.0, ,
2901,2008-12-24 03:40:00,-33.4167,149.5807,BATHURST,NSW,5.0, ,
2902,2008-12-24 03:40:00,-33.4167,149.5807,BATHURST,NSW,6.7, ,
2903,2008-12-24 03:40:00,-28.6151,153.0011,KYOGLE,NSW,3.0,"Spotter reported 'Tom Bowler' sized hail. This size of marble is inferred to be ~3cm in diameter. Also reported that the Kyogle court house roof collapsed, however this info was never confirmed. ",
2904,2008-12-26 05:20:00,-31.2651,149.2679,COONABARABRAN,NSW,4.0,Actual location was west of Coonabarabran along Warrumbungle Rd. ,
2905,2008-12-29 03:00:00,-33.1151,151.5011,MORISSET,NSW,3.0,LGA: Wyong ,
2906,2008-12-29 03:55:00,-31.5984,152.4678,COMBOYNE,NSW,6.0,Most of the hail was 4-5cm with the odd 6cm stone. Winds estimated at 80km/hr. 30mm in 15mins. ,
2907,2008-12-29 06:00:00,-30.1151,149.8011,EDGEROI,NSW,11.0,"Hail size in inferred from a photo published in the 'Border News', a local paper in the region. The photo has hail next to a ruler. The article claims hail to 5inches, (12.7cm), but this is not supported by the photo.Hail dented roofs, smashed windows, dented silos, and destroyed many acres of crops. ",
2908,2008-12-29 05:20:00,-28.5984,150.3511,BOGGABILLA,NSW,3.0,Main damage in town seemed to be wind related. ,
2909,2008-12-30 04:30:00,-28.7984,153.3845,MCLEANS RIDGES,NSW,5.0, ,
2910,2008-12-30 04:40:00,-28.8151,153.2845,LISMORE,NSW,4.3, ,
2911,2008-12-30 04:40:00,-28.8151,153.3178,GOONELLABAH,NSW,4.0, ,
2912,2009-01-20 03:53:00,0.0000,0.0000,"Yarralumla, (Canberra Suburb)",NSW,2.0, ,
2913,2009-02-09 08:00:00,-33.6317,150.2846,BLACKHEATH,NSW,2.2,Average hail size was 0.5-1cm but the largest stones were just over 2cm. ,
2914,2009-02-21 05:54:00,-32.5651,151.1678,SINGLETON,NSW,4.3,Location was actually 50km SSW of Singleton. Clear supercell on radar. ,
2915,2009-02-21 06:00:00,-32.5651,151.1678,SINGLETON,NSW,6.0,"Report was from Singleton area, fortunately cell just missed township. Clear supercell on radar. ",
2916,2009-02-23 08:40:00,-33.7151,150.3179,KATOOMBA,NSW,2.4,LGA: Blue Mountains. ,
2917,2009-03-14 05:30:00,-34.4985,144.8347,HAY,NSW,2.0, ,
2918,2009-03-16 04:50:00,-28.8317,153.5345,BALLINA,NSW,2.0, ,
2919,2009-03-16 04:50:00,-28.8317,153.4345,ALSTONVILLE,NSW,4.3, ,
2920,2009-03-16 04:10:00,-29.0317,153.2845,BUNGAWALBIN,NSW,4.3,Timing based on radar ,
2921,2008-11-14 21:00:00,-26.1325,126.5708,WARBURTON COMMUNITY,WA,2.1,A hailstorm was reported in Warburton around 6am. A hailstorm was reported in Warburton around 6am.,
2922,2008-11-26 00:00:00,-32.9803,121.6447,SALMON GUMS,WA,4.3,Golf ball sized hail was reported from near Salmon Gums. Severe thunderstorms were identified on the Esperance radar in the Southeast Coastal District and adjacent Goldfields. Norseman Aerodrome recorded a wind gust of 50 knots (93 km/h) at 1252 WDT. Golf ball sized hail was reported from near Salmon Gums.,
